data_center_id,node_name,ip_address
str1,g001,10.10.11.1
str1,g002,10.10.11.2
str1,g003,10.10.11.3
str1,g004,10.10.11.4
str1,g005,10.10.11.5
str1,g006,10.10.11.6
str1,g007,10.10.11.7
str1,g008,10.10.11.8
str1,g009,10.10.11.9
str1,g010,10.10.11.10
str1,g011,10.10.11.11
str1,g012,10.10.11.12
str1,g013,10.10.11.13
str1,g014,10.10.11.14
str1,g015,10.10.11.15
str1,g016,10.10.11.16
str1,g017,10.10.12.1
str1,g018,10.10.12.2
str1,g019,10.10.12.3
str1,g020,10.10.12.4
str1,g021,10.10.12.5
str1,g022,10.10.12.6
str1,g023,10.10.12.7
str1,g024,10.10.12.8
str1,g025,10.10.12.9
str1,g026,10.10.12.10
str1,g027,10.10.12.11
str1,g028,10.10.12.12
str1,g029,10.10.12.13
str1,g030,10.10.12.14
str1,g031,10.10.12.15
str1,g032,10.10.12.16
str1,g033,10.10.13.1
str1,g034,10.10.13.2
str1,g035,10.10.13.3
str1,g036,10.10.13.4
str1,g037,10.10.13.5
str1,g038,10.10.13.6
str1,g039,10.10.13.7
str1,g040,10.10.13.8
str1,g041,10.10.13.9
str1,g042,10.10.13.10
str1,g043,10.10.13.11
str1,g044,10.10.13.12
str1,g045,10.10.13.13
str1,g046,10.10.13.14
str1,g047,10.10.13.15
str1,g048,10.10.13.16
str1,g049,10.10.14.1
str1,g050,10.10.14.2
str1,g051,10.10.14.3
str1,g052,10.10.14.4
str1,g053,10.10.14.5
str1,g054,10.10.14.6
str1,g055,10.10.14.7
str1,g056,10.10.14.8
str1,g057,10.10.14.9
str1,g058,10.10.14.10
str1,g059,10.10.14.11
str1,g060,10.10.14.12
str1,g061,10.10.14.13
str1,g062,10.10.14.14
str1,g063,10.10.14.15
str1,g064,10.10.14.16
str1,g065,10.10.15.1
str1,g066,10.10.15.2
str1,g067,10.10.15.3
str1,g068,10.10.15.4
str1,g069,10.10.15.5
str1,g070,10.10.15.6
str1,g071,10.10.15.7
str1,g072,10.10.15.8
str1,g073,10.10.15.9
str1,g074,10.10.15.10
str1,g075,10.10.15.11
str1,g076,10.10.15.12
str1,g077,10.10.15.13
str1,g078,10.10.15.14
str1,g079,10.10.15.15
str1,g080,10.10.15.16
str1,g081,10.10.16.1
str1,g082,10.10.16.2
str1,g083,10.10.16.3
str1,g084,10.10.16.4
str1,g085,10.10.16.5
str1,g086,10.10.16.6
str1,g087,10.10.16.7
str1,g088,10.10.16.8
str1,g089,10.10.16.9
str1,g090,10.10.16.10
str1,g091,10.10.16.11
str1,g092,10.10.16.12
str1,g093,10.10.16.13
str1,g094,10.10.16.14
str1,g095,10.10.16.15
str1,g096,10.10.16.16
str1,g097,10.10.17.1
str1,g098,10.10.17.2
str1,g099,10.10.17.3
str1,g100,10.10.17.4
str1,g101,10.10.17.5
str1,g102,10.10.17.6
str1,g103,10.10.17.7
str1,g104,10.10.17.8
str1,g105,10.10.17.9
str1,g106,10.10.17.10
str1,g107,10.10.17.11
str1,g108,10.10.17.12
str1,g109,10.10.17.13
str1,g110,10.10.17.14
str1,g111,10.10.17.15
str1,g112,10.10.17.16
str1,g113,10.10.18.1
str1,g114,10.10.18.2
str1,g115,10.10.18.3
str1,g116,10.10.18.4
str1,g117,10.10.18.5
str1,g118,10.10.18.6
str1,g119,10.10.18.7
str1,g120,10.10.18.8
str1,g121,10.10.18.9
str1,g122,10.10.18.10
str1,g123,10.10.18.11
str1,g124,10.10.18.12
str1,g125,10.10.18.13
str1,g126,10.10.18.14
str1,g127,10.10.18.15
str1,g128,10.10.21.1
str1,g129,10.10.21.2
str1,g130,10.10.21.3
str1,g131,10.10.21.4
str1,g132,10.10.21.5
str1,g133,10.10.21.6
str1,g134,10.10.21.7
str1,g135,10.10.21.8
str1,g136,10.10.21.9
str1,g137,10.10.21.10
str1,g138,10.10.21.11
str1,g139,10.10.21.12
str1,g140,10.10.21.13
str1,g141,10.10.21.14
str1,g142,10.10.21.15
str1,g143,10.10.21.16
str1,g144,10.10.22.1
str1,g145,10.10.22.2
str1,g146,10.10.22.3
str1,g147,10.10.22.4
str1,g148,10.10.22.5
str1,g149,10.10.22.6
str1,g150,10.10.22.7
str1,g151,10.10.22.8
str1,g152,10.10.22.9
str1,g153,10.10.22.10
str1,g154,10.10.22.11
str1,g155,10.10.22.12
str1,g156,10.10.22.13
str1,g157,10.10.22.14
str1,g158,10.10.22.15
str1,g159,10.10.22.16
str1,g160,10.10.23.1
str1,g161,10.10.23.2
str1,g162,10.10.23.3
str1,g163,10.10.23.4
str1,g164,10.10.23.5
str1,g165,10.10.23.6
str1,g166,10.10.23.7
str1,g167,10.10.23.8
str1,g168,10.10.23.9
str1,g169,10.10.23.10
str1,g170,10.10.23.11
str1,g171,10.10.23.12
str1,g172,10.10.23.13
str1,g173,10.10.23.14
str1,g174,10.10.23.15
str1,g175,10.10.23.16
str1,g176,10.10.24.1
str1,g177,10.10.24.2
str1,g178,10.10.24.3
str1,g179,10.10.24.4
str1,g180,10.10.24.5
str1,g181,10.10.24.6
str1,g182,10.10.24.7
str1,g183,10.10.24.8
str1,g184,10.10.24.9
str1,g185,10.10.24.10
str1,g186,10.10.24.11
str1,g187,10.10.24.12
str1,g188,10.10.24.13
str1,g189,10.10.24.14
str1,g190,10.10.24.15
str1,g191,10.10.24.16
str1,g192,10.10.25.1
str1,g193,10.10.25.2
str1,g194,10.10.25.3
str1,g195,10.10.25.4
str1,g196,10.10.25.5
str1,g197,10.10.25.6
str1,g198,10.10.25.7
str1,g199,10.10.25.8
str1,g200,10.10.25.9
str1,g201,10.10.25.10
str1,g202,10.10.25.11
str1,g203,10.10.25.12
str1,g204,10.10.25.13
str1,g205,10.10.25.14
str1,g206,10.10.25.15
str1,g207,10.10.25.16
str1,g208,10.10.26.1
str1,g209,10.10.26.2
str1,g210,10.10.26.3
str1,g211,10.10.26.4
str1,g212,10.10.26.5
str1,g213,10.10.26.6
str1,g214,10.10.26.7
str1,g215,10.10.26.8
str1,g216,10.10.26.9
str1,g217,10.10.26.10
str1,g218,10.10.26.11
str1,g219,10.10.26.12
str1,g220,10.10.26.13
str1,g221,10.10.26.14
str1,g222,10.10.26.15
str1,g223,10.10.26.16
str1,g224,10.10.27.1
str1,g225,10.10.27.2
str1,g226,10.10.27.3
str1,g227,10.10.27.4
str1,g228,10.10.27.5
str1,g229,10.10.27.6
str1,g230,10.10.27.7
str1,g231,10.10.27.8
str1,g232,10.10.27.9
str1,g233,10.10.27.10
str1,g234,10.10.27.11
str1,g235,10.10.27.12
str1,g236,10.10.27.13
str1,g237,10.10.27.14
str1,g238,10.10.27.15
str1,g239,10.10.27.16
str1,g240,10.10.28.1
str1,g241,10.10.28.2
str1,g242,10.10.28.3
str1,g243,10.10.28.4
str1,g244,10.10.28.5
str1,g245,10.10.28.6
str1,g246,10.10.28.7
str1,g247,10.10.28.8
str1,g248,10.10.28.9
str1,g249,10.10.28.10
str1,g250,10.10.28.11
str1,g251,10.10.28.12
str1,g252,10.10.28.13
str1,g253,10.10.28.14
str1,g254,10.10.28.15
str1,g255,10.10.31.1
str1,g256,10.10.31.2
str1,g257,10.10.31.3
str1,g258,10.10.31.4
str1,g259,10.10.31.5
str1,g260,10.10.31.6
str1,g261,10.10.31.7
str1,g262,10.10.31.8
str1,g263,10.10.31.9
str1,g264,10.10.31.10
str1,g265,10.10.31.11
str1,g266,10.10.31.12
str1,g267,10.10.31.13
str1,g268,10.10.31.14
str1,g269,10.10.31.15
str1,g270,10.10.31.16
str1,g271,10.10.32.1
str1,g272,10.10.32.2
str1,g273,10.10.32.3
str1,g274,10.10.32.4
str1,g275,10.10.32.5
str1,g276,10.10.32.6
str1,g277,10.10.32.7
str1,g278,10.10.32.8
str1,g279,10.10.32.9
str1,g280,10.10.32.10
str1,g281,10.10.32.11
str1,g282,10.10.32.12
str1,g283,10.10.32.13
str1,g284,10.10.32.14
str1,g285,10.10.32.15
str1,g286,10.10.32.16
str1,g287,10.10.33.1
str1,g288,10.10.33.2
str1,g289,10.10.33.3
str1,g290,10.10.33.4
str1,g291,10.10.33.5
str1,g292,10.10.33.6
str1,g293,10.10.33.7
str1,g294,10.10.33.8
str1,g295,10.10.33.9
str1,g296,10.10.33.10
str1,g297,10.10.33.11
str1,g298,10.10.33.12
str1,g299,10.10.33.13
str1,g300,10.10.33.14
str1,g301,10.10.33.15
str1,g302,10.10.33.16
str1,g303,10.10.34.1
str1,g304,10.10.34.2
str1,g305,10.10.34.3
str1,g306,10.10.34.4
str1,g307,10.10.34.5
str1,g308,10.10.34.6
str1,g309,10.10.34.7
str1,g310,10.10.34.8
str1,g311,10.10.34.9
str1,g312,10.10.34.10
str1,g313,10.10.34.11
str1,g314,10.10.34.12
str1,g315,10.10.34.13
str1,g316,10.10.34.14
str1,g317,10.10.34.15
str1,g318,10.10.34.16
str1,g319,10.10.35.1
str1,g320,10.10.35.2
str1,g321,10.10.35.3
str1,g322,10.10.35.4
str1,g323,10.10.35.5
str1,g324,10.10.35.6
str1,g325,10.10.35.7
str1,g326,10.10.35.8
str1,g327,10.10.35.9
str1,g328,10.10.35.10
str1,g329,10.10.35.11
str1,g330,10.10.35.12
str1,g331,10.10.35.13
str1,g332,10.10.35.14
str1,g333,10.10.35.15
str1,g334,10.10.35.16
str1,g335,10.10.36.1
str1,g336,10.10.36.2
str1,g337,10.10.36.3
str1,g338,10.10.36.4
str1,g339,10.10.36.5
str1,g340,10.10.36.6
str1,g341,10.10.36.7
str1,g342,10.10.36.8
str1,g343,10.10.36.9
str1,g344,10.10.36.10
str1,g345,10.10.36.11
str1,g346,10.10.36.12
str1,g347,10.10.36.13
str1,g348,10.10.36.14
str1,g349,10.10.36.15
str1,g350,10.10.36.16
str1,g351,10.10.37.1
str1,g352,10.10.37.2
str1,g353,10.10.37.3
str1,g354,10.10.37.4
str1,g355,10.10.37.5
str1,g356,10.10.37.6
str1,g357,10.10.37.7
str1,g358,10.10.37.8
str1,g359,10.10.37.9
str1,g360,10.10.37.10
str1,g361,10.10.37.11
str1,g362,10.10.37.12
str1,g363,10.10.37.13
str1,g364,10.10.37.14
str1,g365,10.10.37.15
str1,g366,10.10.37.16
str1,g367,10.10.38.1
str1,g368,10.10.38.2
str1,g369,10.10.38.3
str1,g370,10.10.38.4
str1,g371,10.10.38.5
str1,g372,10.10.38.6
str1,g373,10.10.38.7
str1,g374,10.10.38.8
str1,g375,10.10.38.9
str1,g376,10.10.38.10
str1,g377,10.10.38.11
str1,g378,10.10.38.12
str1,g379,10.10.38.13
str1,g380,10.10.38.14
str1,g381,10.10.38.15
str1,g382,10.10.41.1
str1,g383,10.10.41.2
str1,g384,10.10.41.3
str1,g385,10.10.41.4
str1,g386,10.10.41.5
str1,g387,10.10.41.6
str1,g388,10.10.41.7
str1,g389,10.10.41.8
str1,g390,10.10.41.9
str1,g391,10.10.41.10
str1,g392,10.10.41.11
str1,g393,10.10.41.12
str1,g394,10.10.41.13
str1,g395,10.10.41.14
str1,g396,10.10.41.15
str1,g397,10.10.41.16
str1,g398,10.10.42.1
str1,g399,10.10.42.2
str1,g400,10.10.42.3
str1,g401,10.10.42.4
str1,g402,10.10.42.5
str1,g403,10.10.42.6
str1,g404,10.10.42.7
str1,g405,10.10.42.8
str1,g406,10.10.42.9
str1,g407,10.10.42.10
str1,g408,10.10.42.11
str1,g409,10.10.42.12
str1,g410,10.10.42.13
str1,g411,10.10.42.14
str1,g412,10.10.42.15
str1,g413,10.10.42.16
str1,g414,10.10.43.1
str1,g415,10.10.43.2
str1,g416,10.10.43.3
str1,g417,10.10.43.4
str1,g418,10.10.43.5
str1,g419,10.10.43.6
str1,g420,10.10.43.7
str1,g421,10.10.43.8
str1,g422,10.10.43.9
str1,g423,10.10.43.10
str1,g424,10.10.43.11
str1,g425,10.10.43.12
str1,g426,10.10.43.13
str1,g427,10.10.43.14
str1,g428,10.10.43.15
str1,g429,10.10.43.16
str1,g430,10.10.44.1
str1,g431,10.10.44.2
str1,g432,10.10.44.3
str1,g433,10.10.44.4
str1,g434,10.10.44.5
str1,g435,10.10.44.6
str1,g436,10.10.44.7
str1,g437,10.10.44.8
str1,g438,10.10.44.9
str1,g439,10.10.44.10
str1,g440,10.10.44.11
str1,g441,10.10.44.12
str1,g442,10.10.44.13
str1,g443,10.10.44.14
str1,g444,10.10.44.15
str1,g445,10.10.44.16
str1,g446,10.10.45.1
str1,g447,10.10.45.2
str1,g448,10.10.42.3
str1,g449,10.10.45.3
str1,g450,10.10.45.4
str1,g451,10.10.42.4
str1,g452,10.10.45.5
str1,g453,10.10.45.6
str1,g454,10.10.42.5
str1,g455,10.10.45.7
str1,g456,10.10.45.8
str1,g457,10.10.42.6
str1,g458,10.10.45.9
str1,g459,10.10.45.10
str1,g460,10.10.42.7
str1,g461,10.10.45.16
str1,g462,10.10.46.1
str1,g463,10.10.46.2
str1,g464,10.10.46.3
str1,g465,10.10.46.4
str1,g466,10.10.46.5
str1,g467,10.10.46.6
str1,g468,10.10.46.7
str1,g469,10.10.46.8
str1,g470,10.10.46.9
str1,g471,10.10.46.10
str1,g472,10.10.46.11
str1,g473,10.10.46.12
str1,g474,10.10.46.13
str1,g475,10.10.46.14
str1,g476,10.10.46.15
str1,g477,10.10.46.16
str1,g478,10.10.47.1
str1,g479,10.10.47.2
str1,g480,10.10.47.3
str1,g481,10.10.47.4
str1,g482,10.10.47.5
str1,g483,10.10.47.6
str1,g484,10.10.47.7
str1,g485,10.10.47.8
str1,g486,10.10.47.9
str1,g487,10.10.47.10
str1,g488,10.10.47.11
str1,g489,10.10.47.12
str1,g490,10.10.47.13
str1,g491,10.10.47.14
str1,g492,10.10.47.15
str1,g493,10.10.47.16
str1,g494,10.10.48.1
str1,g495,10.10.48.2
str1,g496,10.10.48.3
str1,g497,10.10.48.4
str1,g498,10.10.48.5
str1,g499,10.10.48.6
str1,g500,10.10.48.7
str1,g501,10.10.48.8
str1,g502,10.10.48.9
str1,g503,10.10.48.10
str1,g504,10.10.48.11
str1,g505,10.10.48.12
str1,g506,10.10.48.13
str1,g507,10.10.48.14
str1,g508,10.10.48.15
ftw1,g001,10.0.11.1
ftw1,g002,10.0.11.2
ftw1,g003,10.0.11.3
ftw1,g004,10.0.11.4
ftw1,g005,10.0.11.5
ftw1,g006,10.0.11.6
ftw1,g007,10.0.11.7
ftw1,g008,10.0.11.8
ftw1,g009,10.0.11.9
ftw1,g010,10.0.11.10
ftw1,g011,10.0.11.11
ftw1,g012,10.0.11.12
ftw1,g013,10.0.11.13
ftw1,g014,10.0.11.14
ftw1,g015,10.0.11.15
ftw1,g016,10.0.11.16
ftw1,g017,10.0.12.1
ftw1,g018,10.0.12.2
ftw1,g019,10.0.12.3
ftw1,g020,10.0.12.4
ftw1,g021,10.0.12.5
ftw1,g022,10.0.12.6
ftw1,g023,10.0.12.7
ftw1,g024,10.0.12.8
ftw1,g025,10.0.12.9
ftw1,g026,10.0.12.10
ftw1,g027,10.0.12.11
ftw1,g028,10.0.12.12
ftw1,g029,10.0.12.13
ftw1,g030,10.0.12.14
ftw1,g031,10.0.12.15
ftw1,g032,10.0.12.16
ftw1,g033,10.0.13.1
ftw1,g034,10.0.13.2
ftw1,g035,10.0.13.3
ftw1,g036,10.0.13.4
ftw1,g037,10.0.13.5
ftw1,g038,10.0.13.6
ftw1,g039,10.0.13.7
ftw1,g040,10.0.13.8
ftw1,g041,10.0.13.9
ftw1,g042,10.0.13.10
ftw1,g043,10.0.13.11
ftw1,g044,10.0.13.12
ftw1,g045,10.0.13.13
ftw1,g046,10.0.13.14
ftw1,g047,10.0.13.15
ftw1,g048,10.0.13.16
ftw1,g049,10.0.14.1
ftw1,g050,10.0.14.2
ftw1,g051,10.0.14.3
ftw1,g052,10.0.14.4
ftw1,g053,10.0.14.5
ftw1,g054,10.0.14.6
ftw1,g055,10.0.14.7
ftw1,g056,10.0.14.8
ftw1,g057,10.0.14.9
ftw1,g058,10.0.14.10
ftw1,g059,10.0.14.11
ftw1,g060,10.0.14.12
ftw1,g061,10.0.14.13
ftw1,g062,10.0.14.14
ftw1,g063,10.0.14.15
ftw1,g064,10.0.14.16
ftw1,g065,10.0.15.1
ftw1,g066,10.0.15.2
ftw1,g067,10.0.15.3
ftw1,g068,10.0.15.4
